"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"21112","Speed And Survive Ball, 速度与幸存之球","Jan 16, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YTLX 工作室","YTLX工作室"
"21113","My Town: Dessert Slice","Mar 3, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ONEIMMERS CO.. LTD.","ONEIMMERS CO.. LTD."
"21114","Rule The World","Jul 7, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Imagine-Games, LLC","Imagine-Games, LLC"
"21115","Legendary Arcane 2 Universe","Mar 13, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Maxime Côté, Simon Côté","Côté Brothers"
"21116","Escape of Mari: The Polar Ladybug","Mar 13, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Adam G","Adam G"
"21117","RATTUS","Mar 4, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Panatails","Panatails"
"21119","Me and (My) Cat's Castle X","Feb 20, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KAJINOYU","PGN Games"
"21120","Crypt Of Shadows","Mar 30, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Out Of Focus Games","Out Of Focus Games"
"21121","Balkadia","Apr 28, 2022","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Max Health Studios","Max Health Studios"
"21122","Super Toxicboy","Feb 25, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pixel Harmony Studio","Pixel Harmony Studio"
"21123","Freedom Isn't Free 资本之乱","Apr 2, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pardinus","Pardinus"
"21124","Summoners Mist","Mar 6, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Karpopper","Karpopper"
"21125","Sharpshooter Plus","Feb 28, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","yyrGames","yyrGames"
"21126","Euler Wars","Feb 29, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Benderite Games","Benderite Games"
"21127","Fatal Wings","Mar 5, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brain Lab Studio","Brain Lab Studio"
"21128","Stanga","Mar 17, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tzahi Games","Tzahi Games"
"21129","Deserted","Mar 15, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zebik Media Interactive Ltd.","Zebik Media Interactive Ltd."
"21130","Swatch Out!","Mar 31, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Digital Dream Labs","Digital Dream Labs"
"21131","Rushberry Mercs","Mar 30, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Benjamin Soulé","Benjamin Soulé"
"21132","Seconds in Space","Sep 28, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Funneractic","Funneractic"
"21133","Project Toon Tanks","Dec 30, 2019","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Behnam Saeedi","Behnam Saeedi"
"21134","Elemental Defenders TD","Apr 2, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wa Tran","Unknown Magic"
"21135","Stealth Master","Apr 2, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YAOYICHEN","YAOYICHEN"
"21136","snake::reloaded","Jan 1, 2011","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BotBite Industries","BotBite Industries"
"21137","Endless Savagery","Apr 8, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Insane Systems","Insane Systems"
"21138","March Of Soldiers","Aug 1, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FAYEZ ALRASHEEDI, WADE AIZOUKY, KHALED ALRASHEEDI","THE MARCH OF KWF"
"21139","Space Foes","Apr 12, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alexandre Yoshinaga","Alexandre Yoshinaga"
"21140","Heim","Dec 3, 2021","$15.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tom Ryckeboer","Tom Ryckeboer"
"21141","Super Astreus 2","Apr 14, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","4M2Q Studios","4M2Q Studios"
"21142","My Adventure（我的冒险）","Apr 17, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Small Monster Studios","Small Monster Studios"
"21143","Purple Saturn Day","Sep 1, 1989","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ERE Informatique","Ziggurat"
"21144","Aliens Love Beefs","May 29, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blob Lab","Blob Lab"
"21145","Be Coronavirus","Apr 21, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","COVID-19","Mike Flin"
"21146","Advanced creator of labyrinths","Apr 22, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gennady Zatsepin","Gennady Zatsepin"
"21147","Traffic Storm","May 12, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ConcreteMixer Games","ConcreteMixer Games"
"21148","Majestic-12","Apr 29, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Exis, LLC","Exis, LLC"
"21149","Realm Hacker","Apr 16, 2020","$15.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KaiChih Tseng","KAICHIH Games"
"21150","PhaseWorm","May 4, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Steve 'Elipsis' Barrios","Steve 'Elipsis' Barrios"
"21151","SpinZap","May 1, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Enelingos","Enelingos"
"21152","Arcsaber VR","Jan 15, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BB Games","BB Games"
"21153","Space War Machine","May 11, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Keith Ty Havron","Havron Global LLC"
"21154","Polarities","May 8, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Overscoped","Overscoped"
"21155","Underdog Arena","Jun 26, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Björn Fredberger","Björn Fredberger"
"21156","Last Man","May 15, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","War Industries Games","War Industries Games"
"21157","Extreme Social Distancing","May 18, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Daniel Lewis","TheNewTropic"
"21158","Centauri Dominion","May 30, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","J P Termaat","J P Termaat"
"21159","Game of Drones","May 6, 2020","$3.97","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Game of Drones","Game of Drones"
"21160","Naturalealia: Forest Determination","May 22, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Butnariu Ovidiu Mihai","Butnariu Ovidiu Mihai"
"21161","Neon Beat Rider","May 25, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Neon Joystick Games","Neon Joystick Games"
"21162","Breakout Planet","May 28, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MavTech","MavTech"
"21163","HookSharks","May 27, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Double Trouble Games","Marvellous Soft"
"21164","Alpha Command","Aug 14, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VHornet Games","VHornet Games"
"21165","Aria: Dragon Eater","Jun 3, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OZNA STUDIO","OZNA STUDIO"
"21166","The Sight in a mirror","May 31, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nilz","Nilz"
"21167","Trazz","Jul 1, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Axoma Games","Axoma Games"
"21168","Pure Metal: Feature 1","Jun 9, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Limpid Liaison","Limpid"
"21169","Arena Experiment","Jun 12, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ili Games","ili Games"
"21170","Matrix Blocks","Jun 18, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NetDinamica","NetDinamica"
"21171","Myoubouh Catcher","Jan 7, 2022","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Myoubouh Corp","Myoubouh Corp"
"21172","Trident","Jun 22, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SolidValentine","SolidValentine"
"21173","Wreck the Insects","Oct 26, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","M3NOS Games","M3NOS Games"
"21174","Lost Ed","Jun 23, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lyniker, Developer Squad","Developer Squad"
"21175","Zango's Shark Adventure","Jul 31, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ReflectiveByte","ReflectiveByte"
"21177","Shuffs","Jun 29, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kyle Hosking","No Relation Games"
"21178","Mind Over Melee Radio","Mar 13, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Official Jabe, Mind Over Melee","Hyperfocus"
"21179","The Train: Escape to Normandy","Oct 1, 1987","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Artech Digital Entertainments, Inc, Accolade, Inc","Ziggurat"
"21181","Duality of Doodles","Aug 14, 2020","$0.74","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ProgenitorWorks","ProgenitorWorks"
"21183","OMG - One More Goal!","Feb 24, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Aura Games","Blue Aura Games"
"21184","Kill The Humans","May 22, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cold Beverage Studios","Walsh Technologies Corp"
"21185","Buck Bradley Comic Adventure 2","Jul 19, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WERDERA SRL","WERDERA SRL"
"21186","DICHOTOMY","Aug 2, 2021","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RedStarGames","RedStarGames"
"21187","Life of Food","Jul 10, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Josiah Weaver","Josiah Weaver"
"21188","The World's Most Impossible Game","Jul 20, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jamal Edison","Jamal Edison"
"21189","Exp Parasite","Sep 16, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zimogor","Greyhead Studio LLC"
"21190","Kwarn Armada Tactics","Aug 21, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","3dlight-studio","3dlight-studio"
"21191","Dungeon Scale","Jun 30, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Midnight Fair Games","Midnight Fair Games"
"21192","Dam Busters","Aug 10, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","julkip","SpielmannSpiel"
"21193","The Maze Escaper","Aug 3, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pritesh Singh","Pritesh SIngh"
"21194","AnotherOne","Nov 25, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kamit Games","Kamit Games"
"21195","The first titans","Sep 9, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Anden studios","Anden studios"
"21196","Zero Wrath Vendetta","Aug 7, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Incandescent Workshop LLC","Incandescent Workshop LLC"
"21197","Dwarf Slayer","Aug 9, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Moo","Moo"
"21198","荒凉城市","Aug 11, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FireUnraveller","FireUnraveller"
"21199","Down the River","Apr 15, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Heye Everts","Heye Everts"
"21200","Fairy Bubble","Jul 14, 2024","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Claudia, Marcos","CM Studio"
"21201","Mecha Destruction","Aug 12, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sandbar3D, Jonathan Miller","Sandbar3D"
"21202","Space Crisis","Aug 18, 2020","$0.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nacks Soft","Nacks Soft"
"21203","Rachael Savage","Aug 17, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nick Marinello","Nick Marinello"
"21204","MagicalGirl Mimi","Aug 12, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nacks Soft","Nacks Soft"
"21205","Shot Up!","Aug 6, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jacob Arthur Cockrill","Jacob A. Productions"
"21206","Combat Mech VR","Aug 25, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chun Y.","Chun Y."
"21207","Ninja Kunoichi","Sep 3, 2020","$0.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nacks Soft","Nacks Soft"
"21209","Kojou","Feb 28, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Acureus","Acureus"
"21210","Poly Pirates","Aug 15, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Daniel Crandall","Shroud Studios"
"21211","Astero","Aug 28, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Antonio Man","Antonio Man"
"21212","Seeking Revenge","Oct 18, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Waqudoo","Waqudoo"
"21213","Sushi Slammers","Aug 27, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Merle Games","Merle Games"
"21214","Ice star Chapter 2","Aug 28, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Avisgames","Avisgames"
"21216","Jungles of Maxtheria","Oct 14, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SlifkerGames","SlifkerGames"
"21217","Star Rover","Sep 23, 2020","$15.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Browny Application","Browny Application"
"21218","Square vs Triangles","Oct 21, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tribial Games","Tribial Games"
"21219","Waste X","Sep 11, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","James","James"
"21220","Wacky Wizarding Dungeon","Mar 11, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Funny Shoe Bird, Lemon Boy, Corn","Shoe&CO"
"21221","False Dichotomy","Aug 30, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Melchizedek Todd","Weapon Press"
"21222","The Prabbits: Happy Dogfights !","Jul 31, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nodragem Games","Nodragem Games"
"21223","Dark Dealings","Nov 4, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tegridy Ltd","Tegridy Ltd"
"21224","Two by One","Jul 26, 2021","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Javier Ortega","Javier Ortega"
"21225","JumpJumpBall","Sep 25, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CUIWENPING","CUIWENPING"
"21226","Fight N' Fall","Nov 26, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Piloto Studio","Piloto Studio"
"21227","TECHPACK","Sep 25, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Techpack","Techpack"
"21228","Solar Scion","Jun 7, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Platinum Thunder Studios","Platinum Thunder Studios"
"21229","Bangers & Mash","Oct 9, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chiodo","Chiodo Studios LLC"
"21230","Rain Leak Life -  雨漏り人生","Oct 1, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","H.O SOFT Inc.","H.O SOFT Inc."
"21231","Hogogeist","Oct 6, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hogo Company","Hogo Company"
"21233","Flicker","Sep 16, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dano Sato, JKArmi","Realmono Inc."
"21234","Dung Beetle Strike","Oct 13, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ryan_Carlos, Jhonatan_Brendo","Ryan_Carlos"
"21235","Tiki Brawl","Oct 8, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Last Five","RAWR Lab"
"21236","Random(platformer)","Oct 13, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","remete","remete"
"21237","Hunt the Lights","Oct 27, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wild Monkeygames","Wild Monkeygames"
"21238","Grilled","Dec 23, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Andorf Games","Andorf Games"
"21240","Gardens Of Celestial Globes","Jul 20, 2022","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Structures from obscurity","Structures from obscurity"
"21241","Timeline Traveler II: Dream","Oct 29, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mifux Studio","Mifux Studio"
"21242","Marbles: Razor's Wrath","Oct 26, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Independent Games Limited","Independent Games Limited"
"21243","Lone Archer","Oct 15, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Matthew Davis","Matthew Davis"
"21244","MAYOR MADNESS","Oct 22, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sola Games","Sola Games"
"21245","Rhythm 'n Bullets","Nov 9, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DB Creations","DB Creations"
"21246","Troy: The Malware Fight","Nov 26, 2020","$0.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kristapsmadeapp","Kristapsmadeapp"
"21247","Little Big Monsters","Oct 22, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nicholas Jauregui, Fanatic LLC","Fanatic LLC"
"21249","Drift Racer","Mar 11, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Carruto Games","Carruto Games"
"21250","Asteroad","Nov 1, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EllGames, LLC","EllGames, LLC"
"21251","Planet Blood","Nov 26, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","gnomearc","gnomearc"
"21252","Dubbing Time","Nov 17, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Unique Records","Unique Records"
"21253","PrePaladin Wars","Jan 31, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Adam Stępiński","Adam Stępiński"
"21254","Void Encounter","Nov 23, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jaroslav Patočka","Jaroslav Patočka"
"21255","Cytoclash","Nov 6, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Setrino Software LLC","Setrino Software LLC"
"21256","ChronoTecture: The Eprologue","Dec 11, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ChronoTecture Game Studio LLC","ChronoTecture Game Studio LLC"
"21257","BringIT to MOM","Aug 20, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","InCiti GAMES","InCiti GAMES"
"21258","Alien Harvest Leader","Nov 12, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Galactic Spire","Galactic Spire"
"21259","Flippen Run Mike","Nov 15, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Button Bash Games","Button Bash Games"
"21260","Dimensions","Dec 17, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Equanox Productions","Equanox Productions"
"21262","Keep Wall","Nov 14, 2020","$5","N/A (N/A)","0 .. 20,000","00:00 (00:00)",".ToNg",".ToNg"
"21263","Beat Bolt City","Feb 5, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Beach Day Studios","Beach Day Studios"
"21264","Space Debris","Nov 12, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Little Tiny Games","Stone Tablet Games"
"21265","Be : Twin","Nov 17, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","IKINA GAMES","IKINA GAMES"
"21268","Spacebug","Dec 6, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Greenlynx","Greenlynx"
"21269","Kilemol","Nov 27, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fialho's","Fialho's"
"21270","The Guardians of Peace","Dec 21, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Toolshed LLC","The Toolshed LLC"
"21271","Dancing in the moonlight","Dec 7, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","maitonn","maitonn"
"21272","Devil Edge","Dec 18, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BluSped","BluSped"
"21273","Trapmania","Jan 20, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Waide Studios","Waide Studios"
"21277","Endline","Mar 29, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Miniced","Miniced"
"21278","Four Course Combat","Dec 25, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blake A Spires","Blake A Spires"
"21279","Dasher","Jan 25, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Doctor Moonbad","Moonbad Games"
"21280","Miles of Cubes","Jan 31, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Calum Cannon","Calum Cannon"
"21281","Mystic Fate","Apr 22, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Collapse Games, JanduSoft","JanduSoft"
"21282","Monstrous Molecules","Dec 21, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Digital Dream Labs","Digital Dream Labs"
"21283","Nefasto's Misadventure: Meeting Noeroze","Mar 23, 2023","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aurora Game Studio","Pix'n Love Games"
"21284","MAP GAME: Or Something","Dec 24, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aaronixio","Aaronixio"
"21285","Seiso Master KEN","Dec 24, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CircleKEN","CircleKEN"
"21286","Burn The Witch","Dec 28, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Papani Games","Papani Games"
"21287","Archery Arena","Dec 28, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Justin sawchuk","Justin sawchuk"
"21289","Grave Complex","May 17, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Beard Logic","Beard Logic"
"21290","Paladin's Lance","Jan 1, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BrightFox","BrightFox"
"21291","Champoo Club","Jan 5, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HV","HV"
"21292","Coveneth","Jan 8, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TheMadChemist","TheMadChemist"
"21293","Small Iron","Jan 6, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Klastor Games","Klastor Games"
